due_date,rank,business_id,name,city,category,stage,score,next_action,phone,email,website
"2026-05-31","132","arnold-insurance-phoenix-85028-ce5aba2","Arnold Insurance","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 317-8807","",""
"2026-06-01","133","b3-strategies-llc-phoenix-85006-d05362a","B3 Strategies, LLC","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 687-9017","",""
"2026-06-02","134","bajrangi-llc-dba-the-ups-store-5340-phoenix-85021-19fc82c","Bajrangi LLC DBA The UPS Store #5340","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 864-3646","",""
"2026-06-03","135","bay-logistics-inc-phoenix-85004-2460fd9","Bay Logistics Inc.","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(616) 432-5499","",""
"2026-06-04","136","better-business-bureau-phoenix-85014-23fbfac","Better Business Bureau","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 264-1721","",""
"2026-06-05","137","biziq-phoenix-85018-45b6038","BizIQ","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 685-9433","",""
"2026-06-06","138","blue-signal-phoenix-85028-01b6ac5","Blue Signal","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 939-3200","",""
"2026-06-07","139","bugzeye-drone-mapping-and-photography-phoenix-85027-d012936","Bugzeye Drone Mapping and Photography","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 953-0626","",""
"2026-06-08","140","cantor-law-group-phoenix-85004-ba169e4","Cantor Law Group","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 254-8880","",""
"2026-06-09","141","capitol-consulting-llc-phoenix-85002-a0e0772","Capitol Consulting, LLC","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 712-1121","",""
"2026-06-10","142","casco-financial-group-inc-phoenix-85085-5562e66","CASCO Financial Group, Inc.","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 995-1484","",""
"2026-06-11","143","cla-cliftonlarsonallen-llp-phoenix-85012-5d4cdd3","CLA (CliftonLarsonAllen LLP)","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 266-2248","",""
"2026-06-12","144","cms-companies-phoenix-85009-496a2eb","CMS Companies","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 233-9633","",""
"2026-06-13","145","compass-strategies-public-affairs-phoenix-85007-aa34ffe","Compass Strategies Public Affairs","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 263-0086","",""
"2026-06-14","146","copper-state-credit-union-phoenix-85015-6d2421b","Copper State Credit Union","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 491-0891","",""
"2026-06-15","147","copperpoint-mutual-insurance-co-phoenix-85012-b16e632","CopperPoint Mutual Insurance Co.","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 631-2212","",""
"2026-06-16","148","cox-media-arizona-phoenix-85004-2ad1c84","Cox Media Arizona","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(623) 328-1800","",""
"2026-06-17","149","daida-intelligence-solutions-phoenix-85016-adc1d25","Daida Intelligence Solutions","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(951) 421-1075","",""
"2026-06-18","150","daystar-design-lab-phoenix-85004-ed47116","Daystar Design Lab","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 490-0847","",""
"2026-05-20","151","dm-cantor-phoenix-85004-e31cc65","DM Cantor","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 307-0808","",""
"2026-05-21","152","dorn-policy-group-inc-phoenix-85003-0f8ccf7","Dorn Policy Group, Inc.","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 606-4667","",""
"2026-05-22","153","employee-benefits-international-phoenix-85020-6a42dce","Employee Benefits International","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 800-5070","",""
"2026-05-23","154","fennemore-phoenix-85016-eb81f5b","Fennemore","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 916-5000","",""
"2026-05-24","155","flow-management-devices-phoenix-85040-76c9129","Flow Management Devices","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 581-5092","",""
"2026-05-25","156","form180-phoenix-85016-a439eb0","FORM180","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 540-9360","",""
"2026-05-26","157","gensler-phoenix-85016-e8728bf","Gensler","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 523-4900","",""
"2026-05-27","158","goodman-schwartz-public-affairs-phoenix-85012-c418d9a","Goodman Schwartz Public Affairs","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 277-0911","",""
"2026-05-28","159","grand-canyon-law-group-phoenix-85012-bc5c5c1","Grand Canyon Law Group","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 400-5555","",""
"2026-05-29","160","greater-phoenix-gay-and-lesbian-chamber-of-commerce-phoenix-85001-262e899","Greater Phoenix Gay & Lesbian Chamber of Commerce","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 748-6681","",""
"2026-05-30","161","greenberg-traurig-llp-phoenix-85016-5f86b1d","Greenberg Traurig, LLP","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 445-8000","",""
"2026-05-31","162","groundworks-phoenix-85027-2d09f5d","Groundworks","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(603) 837-5138","",""
"2026-06-01","163","highground-inc-phoenix-85003-25e155f","Highground, Inc.","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 528-3684","",""
"2026-06-02","164","hirsch-talcott-llc-phoenix-85014-9bea4cf","Hirsch Talcott LLC","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 610-0260","",""
"2026-06-03","165","isaacson-law-firm-p-c-phoenix-85012-64dddca","Isaacson Law Firm, P.C.","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 274-2200","",""
"2026-06-04","166","james-patrick-photography-phoenix-85040-41949b3","James Patrick Photography","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(520) 409-5202","",""
"2026-06-05","167","kandid-clicks-photography-phoenix-85016-142a6ba","Kandid Clicks Photography","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 818-8791","",""
"2026-06-06","168","lamar-advertising-company-phoenix-85020-055cd5b","Lamar Advertising Company","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 266-2187","",""
"2026-06-07","169","lamber-goodnow-phoenix-85016-8f1cc83","Lamber Goodnow","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 274-9662","",""
"2026-06-08","170","let-s-get-moving-phoenix-phoenix-85034-0c4621e","Let's Get Moving Phoenix","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 806-7272","",""
"2026-06-09","171","localiq-az-republic-phoenix-85004-496a892","LocaliQ/AZ Republic","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 444-8000","",""
"2026-06-10","172","lockology-at-35th-avenue-phoenix-85029-139e91f","Lockology at 35th Avenue","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 242-5429","",""
"2026-06-11","173","maricopa-county-workforce-development-board-phoenix-85003-445a288","Maricopa County Workforce Development Board","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 506-0153","",""
"2026-06-12","174","mbps-phoenix-85004-534c364","MBPS","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","888-656-MBPS","",""
"2026-06-13","175","mccd-small-business-development-center-phoenix-85034-223045a","MCCD Small Business Development Center","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 784-0590","",""
"2026-06-14","176","mcrae-specialty-services-phoenix-85028-54cf4fe","McRae Specialty Services","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 529-8674","",""
"2026-06-15","177","merger-global-group-llc-phoenix-85016-9e5f2f6","Merger Global Group LLC","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 577-5722","",""
"2026-06-16","178","milligan-lawless-p-c-phoenix-85018-94ab8a4","Milligan Lawless P.C.","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 792-3500","",""
"2026-06-17","179","molera-alvarez-llc-phoenix-85016-03fcfc9","Molera Alvarez, LLC","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 279-9925","",""
"2026-06-18","180","mtc-phoenix-85016-bccd8db","MTC","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 896-2576","",""
"2026-05-20","181","national-technical-institute-phoenix-85040-154cddf","National Technical Institute","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 591-4000","",""
"2026-05-21","182","network-thinking-solutions-phoenix-85016-6d2ff87","Network Thinking Solutions","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(818) 707-7705","",""
"2026-05-22","183","one-community-media-llc-phoenix-85013-f3b28e8","One Community Media, LLC","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 355-0088","",""
"2026-05-23","184","payroad-inc-phoenix-85016-55c024d","PayRoad Inc.","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(650) 449-4179","",""
"2026-05-24","185","penske-used-truck-center-phoenix-85004-923c61f","Penske Used Truck Center","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 282-1705","",""
"2026-05-25","186","peters-cannata-and-moody-plc-phoenix-85012-5fb0e71","Peters, Cannata & Moody, PLC","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 248-2900","",""
"2026-05-26","187","phoenix-az-ad-agency-phoenix-85012-4fa4c7d","Phoenix AZ Ad Agency","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 641-8210","",""
"2026-05-27","188","pinnacle-public-affairs-phoenix-85018-d525d0e","Pinnacle Public Affairs","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 535-3395","",""
"2026-05-28","189","pipeline-media-agency-phoenix-85016-90be219","Pipeline Media Agency","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 851-1791","",""
"2026-05-29","190","platz-juris-pllc-phoenix-85016-4e77b1f","PLATZ JURIS, PLLC","Phoenix","Legal And Financial","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 570-8558","",""
"2026-05-30","191","policy-az-llc-phoenix-85020-315362e","Policy AZ, LLC","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 882-9606","",""
"2026-05-31","192","policy-development-group-inc-phoenix-85012-042d5db","Policy Development Group, Inc.","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 274-4244","",""
"2026-06-01","193","price-4-limo-phoenix-phoenix-85003-3903bb5","Price 4 Limo Phoenix","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(866) 265-5479","",""
"2026-06-02","194","public-policy-partners-phoenix-85003-fbc0311","Public Policy Partners","Phoenix","Business Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 200-6777","",""
"2026-06-03","195","s-c-communications-phoenix-85018-66d126d","S+C Communications","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 677-5422","",""
"2026-06-04","196","s2rc-phoenix-85028-5cbbb77","S2RC","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 708-8450","",""
"2026-06-05","197","strategic-impact-partners-phoenix-85007-d6716c2","Strategic Impact Partners","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 470-3648","",""
"2026-06-06","198","the-dauz-phoenix-85007-35d5566","The Dauz","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 257-0750","",""
"2026-06-07","199","triadvocates-llc-phoenix-85004-25c34da","Triadvocates LLC","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 761-2760","",""
"2026-06-08","200","trublue-home-service-ally-of-phoenix-phoenix-85070-5cedd08","TruBlue Home Service Ally of Phoenix","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 818-8566","",""
"2026-06-09","201","veridus-phoenix-85004-f41f053","Veridus","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 229-1129","",""
"2026-06-10","202","video-west-inc-phoenix-85008-f877579","Video West, Inc.","Phoenix","Creative Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(480) 222-3180","",""
"2026-06-11","203","window-world-of-phoenix-llc-phoenix-85009-82990a7","Window World of Phoenix, LLC","Phoenix","Local Services","claim-and-verify","44","Invite owner to claim listing and submit proof packet.","(602) 535-0180","",""
"2026-06-12","204","a-and-m-mechanical-llc-phoenix-85085-6754dbb","A & M Mechanical, LLC","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 405-8289","",""
"2026-06-13","205","anago-cleaning-systems-of-phoenix-phoenix-85040-831eb3f","Anago Cleaning Systems of Phoenix","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 926-7991","",""
"2026-06-14","206","anchored-solutions-residential-construction-phoenix-85018-55784de","Anchored Solutions Residential Construction","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(425) 418-7477","",""
"2026-06-15","207","cardinal-wholesale-cabinets-phoenix-85040-00439f7","Cardinal Wholesale Cabinets","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 296-5648","",""
"2026-06-16","208","castile-roofing-phoenix-85015-49bcdd9","Castile Roofing","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 687-7282","",""
"2026-06-17","209","compass-canyon-builders-phoenix-85018-02970f7","Compass Canyon Builders","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 888-0983","",""
"2026-06-18","210","elite-rooter-phoenix-85004-60f1173","Elite Rooter","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(623) 469-4660","",""
"2026-05-20","211","kitchell-corp-phoenix-85016-1ebb247","Kitchell Corp.","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 264-4411","",""
"2026-05-21","212","mccarthy-building-companies-inc-phoenix-85016-50b3c97","McCarthy Building Companies, Inc.","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(480) 449-4700","",""
"2026-05-22","213","qdi-quarries-direct-international-llc-phoenix-85009-95f1d7c","QDI - Quarries Direct International, LLC","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 269-7900","",""
"2026-05-23","214","sa-recycling-phoenix-85009-57ce81c","SA Recycling","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(602) 447-3000","",""
"2026-05-24","215","servpro-of-phoenix-phoenix-85034-e69aa6c","Servpro of Phoenix","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(480) 503-2090","",""
"2026-05-25","216","shin-etsu-microsi-phoenix-85044-760a25a","Shin-Etsu MicroSi","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(480) 893-8898","",""
"2026-05-26","217","the-green-room-landscape-architecture-phoenix-85012-b232df5","The Green Room Landscape Architecture","Phoenix","Home Services","claim-and-verify","43","Invite owner to claim listing and submit proof packet.","(480) 795-4754","",""
"2026-05-27","218","agave-home-loans-phoenix-85044-c305701","Agave Home Loans","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 325-5400","",""
"2026-05-28","219","american-asphalt-paving-and-sealcoating-inc-phoenix-85007-73983ca","American Asphalt Paving & Sealcoating, Inc.","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 256-7376","",""
"2026-05-29","220","amsafe-inc-phoenix-85043-0945fb1","Amsafe Inc.","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 850-2850","",""
"2026-05-30","221","arizona-escrow-and-financial-corporation-phoenix-85016-dbcdef8","Arizona Escrow & Financial Corporation","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 956-2629","",""
"2026-05-31","222","arizona-hispanic-chamber-of-commerce-phoenix-85014-d845ef1","Arizona Hispanic Chamber of Commerce","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 279-1800","",""
"2026-06-01","223","arizona-self-insurers-association-scottsdale-85251-5c4395d","Arizona Self-Insurers Association","Scottsdale","Legal And Financial","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 706-5762","",""
"2026-06-02","224","arizona-tooling-and-machining-association-scottsdale-85271-7da3a46","Arizona Tooling & Machining Association","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 510-7219","",""
"2026-06-03","225","ashley-karn-the-karn-group-at-barrett-real-estate-scottsdale-85260-488dc57","Ashley Karn, The Karn Group at Barrett Real Estate","Scottsdale","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 433-9405","",""
"2026-06-04","226","athletic-republic-north-phoenix-phoenix-85050-33fb776","Athletic Republic North Phoenix","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(614) 735-0227","",""
"2026-06-05","227","atlas-cpas-and-advisors-pllc-scottsdale-85254-4b7ba2c","ATLAS CPAs & Advisors PLLC","Scottsdale","Legal And Financial","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 483-1600","",""
"2026-06-06","228","ave-phoenix-terra-phoenix-85003-c617df6","AVE Phoenix Terra","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 836-4680","",""
"2026-06-07","229","backyard-desert-ridge-phoenix-85050-cbf70eb","Backyard Desert Ridge","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 585-5900","",""
"2026-06-08","230","barr-associates-llc-damien-barr-allstate-agency-scottsdale-85258-927e7ca","Barr Associates LLC (Damien Barr Allstate Agency)","Scottsdale","Legal And Financial","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 922-8820","",""
"2026-06-09","231","bestfit-water-scottsdale-85250-83e2be7","BestFit Water","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 213-8736","",""
"2026-06-10","232","black-rifle-coffee-company-phoenix-85018-015fd5d","Black Rifle Coffee Company","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(210) 891-0385","",""
"2026-06-11","233","boot-barn-phoenix-85029-c456012","Boot Barn","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 878-5590","",""
"2026-06-12","234","brooks-realty-and-advisory-group-inc-scottsdale-85258-8d64afa","Brooks Realty & Advisory Group, Inc.","Scottsdale","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 264-1565","",""
"2026-06-13","235","cec-facilities-phoenix-85040-ce6d7e5","CEC Facilities","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(817) 734-0040","",""
"2026-06-14","236","chapman-bmw-on-camelback-phoenix-85014-5867481","Chapman BMW on Camelback","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 308-4269","",""
"2026-06-15","237","cintas-corporation-phoenix-85043-5ee9d83","Cintas Corporation","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 528-5329","",""
"2026-06-16","238","cmit-solutions-of-the-northeast-valley-scottsdale-85260-57a84d2","CMIT Solutions of the Northeast Valley","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 419-3931","",""
"2026-06-17","239","command-credit-corp-scottsdale-85254-d9accfb","Command Credit Corp","Scottsdale","Legal And Financial","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(800) 676-9705","",""
"2026-06-18","240","core-security-services-inc-scottsdale-85253-c690346","Core Security Services, Inc.","Scottsdale","Business Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(844) 250-2073","",""
"2026-05-20","241","crosscountry-mortgage-the-araiza-team-scottsdale-85260-3882d9d","CrossCountry Mortgage- The Araiza Team","Scottsdale","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 334-7871","",""
"2026-05-21","242","crossroads-courier-phoenix-85034-55422e4","Crossroads Courier","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 927-1818","",""
"2026-05-22","243","desert-fleet-outfitters-llc-phoenix-85040-c1e8ff4","Desert Fleet Outfitters, LLC","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 295-1676","",""
"2026-05-23","244","dexter-distributing-phoenix-85034-f641478","Dexter Distributing","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 921-1005","",""
"2026-05-24","245","discover-strength-arcadia-phoenix-85018-b6cfd96","Discover Strength Arcadia","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(520) 979-3303","",""
"2026-05-25","246","dog-haus-biergarten-downtown-phoenix-phoenix-85004-7d8b77d","Dog Haus Biergarten Downtown Phoenix","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 910-5430","",""
"2026-05-26","247","dr-win-realty-llc-phoenix-85016-4b54d34","Dr. Win Realty LLC.","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 696-9886","",""
"2026-05-27","248","driftwoods-sports-grill-phoenix-85020-66a7c68","Driftwoods Sports Grill","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 393-3261","",""
"2026-05-28","249","drinique-phoenix-restaurant-food-service-419ae8c","Drinique","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 688-6934","",""
"2026-05-29","250","drive-it-pro-phoenix-85009-894cc09","Drive It Pro","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 222-9619","",""
"2026-05-30","251","elite-windows-and-doors-scottsdale-85260-0612469","Elite Windows and Doors","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 264-5409","",""
"2026-05-31","252","eos-worldwide-rick-benton-scottsdale-85254-4127e72","EOS Worldwide - Rick Benton","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(248) 867-9550","",""
"2026-06-01","253","fabulous-food-phoenix-85034-511b7c7","Fabulous Food","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 267-1818","",""
"2026-06-02","254","firestone-complete-auto-care-phoenix-85027-99b80e9","Firestone Complete Auto Care","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 582-5626","",""
"2026-06-03","255","foster-fuels-inc-phoenix-85043-79a2146","Foster Fuels Inc.","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(800) 344-6457","",""
"2026-06-04","256","gatsby-glass-of-scottsdale-scottsdale-85260-49e9868","Gatsby Glass of Scottsdale","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 780-1000","",""
"2026-06-05","257","gh2-architects-scottsdale-85257-eeff160","GH2 Architects","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 699-1945","",""
"2026-06-06","258","good-golly-garage-doors-phoenix-85050-df5a0e8","Good Golly Garage Doors","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 887-4002","",""
"2026-06-07","259","gordon-biersch-glendale-glendale-85305-7e894e7","Gordon Biersch - Glendale","Glendale","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 877-4300","",""
"2026-06-08","260","gordon-biersch-scottsdale-phoenix-85054-eb20f45","Gordon Biersch - Scottsdale","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 342-9860","",""
"2026-06-09","261","gracie-jiu-jitsu-phoenix-phoenix-85024-7326054","Gracie Jiu-Jitsu Phoenix","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 339-9019","",""
"2026-06-10","262","hand-and-stone-massage-and-facial-spa-phoenix-avondale-phoenix-85037-7b32759","Hand & Stone Massage and Facial Spa Phoenix-Avondale","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 337-1624","",""
"2026-06-11","263","hartstone-logistics-llc-scottsdale-85251-e959f1e","HartStone Logistics LLC.","Scottsdale","Business Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 480-6844","",""
"2026-06-12","264","hrr-team-real-estate-phoenix-85023-6cf0f64","HRR Team Real Estate","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 666-5953","",""
"2026-06-13","265","indy-by-industrious-phoenix-85004-c24b4e1","Indy by Industrious","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 530-6227","",""
"2026-06-14","266","inner-balance-yoga-phoenix-85006-39262d9","Inner Balance Yoga","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 828-1430","",""
"2026-06-15","267","integrated-axis-technology-group-inc-scottsdale-85260-3a2c047","Integrated Axis Technology Group, Inc","Scottsdale","Business Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 577-3033","",""
"2026-06-16","268","kutak-rock-llp-scottsdale-85253-00c0044","Kutak Rock LLP","Scottsdale","Legal And Financial","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 429-5000","",""
